rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
116	1	1	1	0.2054287888005237	-90.78780771193638	N/A	22.375736845065525	C5H12NO3P	[M + H]+	LEJHSTQMBAEWEX	InChI=1S/C5H12NO3P/c7-10(8,9)5-3-1-2-4-6-5/h5-6H,1-4H2,(H2,7,8,9)	ACMC-20mabu	C1CCNC(C1)P(=O)(O)O	-3.29999995	2785326;10931788;11829783;19431380	COCONUT:(CNP0069756);PubChem:(2785326 10931788 11829783 19431380);SuperNatural:(SN00064892 SN00063918);ZINC bio:(ZINC02568737 ZINC03957785)	3153922	166.06448364257812	1268.59	195_200929_Poo_TruePooMortality_DDApos_195
117	1	1	1	0.20428854678880937	-109.37742198896782	N/A	30.579798735892368	C4H8N2O	[M + H]+	IMAGWKUTFZRWSB	InChI=1S/C4H8N2O/c1-3-5-6(2)4-7/h3-4H,1-2H3	Ethylidene gyromitrin	CC=NN(C)C=O	-0.300000012	27932;5365327;9548611	HMDB:(33952);SuperNatural:(SN00001808);ZINC bio:(ZINC00897463);HSDB:(16568-02-8);MeSH:(9548611);PubMed;COCONUT:(CNP0241743);KNApSAcK:(1412);Natural Products:(UNPD27040 UNPD222433);PubChem:(27932 5365327 9548611);CHEBI:(5583);PubChem class - bio and metabolites;KEGG:(C08305);PubChem class - safety and toxic;Biocyc:(CPD-17680)	87075710	101.07131958007812	1290.292	199_200929_Poo_TruePooMortality_DDApos_199
118	1	1	1	0.20397436381496117	-211.8930903095257	N/A	13.763388942767396	C13H21N5O6	[M + H]+	BCYUHPXBHCUYBA	InChI=1S/C13H21N5O6/c1-6(20)10(14)12(22)18-9(4-19)11(21)17-8(13(23)24)2-7-3-15-5-16-7/h3,5-6,8-10,19-20H,2,4,14H2,1H3,(H,15,16)(H,17,21)(H,18,22)(H,23,24)	2-[[2-[(2-amino-3-hydroxybutanoyl)amino]-3-hydroxypropanoyl]amino]-3-(1H-imidazol-5-yl)propanoic acid	CC(C(C(=O)NC(CO)C(=O)NC(CC1=CN=CN1)C(=O)O)N)O	-5.4000001	18224470;129626699	PubChem:(18224470 129626699);CHEBI:(137741)	34	344.15533447265625	636.407	139_200929_Poo_TruePooMortality_DDApos_139
119	1	1	1	0.20157663989441157	-88.35566510362277	N/A	85.20327241533477	C12H23N3O5	[M + H]+	DYXOFPBJBAHWFY	InChI=1S/C12H23N3O5/c1-4-6(2)9(12(19)20)15-11(18)8(5-16)14-10(17)7(3)13/h6-9,16H,4-5,13H2,1-3H3,(H,14,17)(H,15,18)(H,19,20)	2-[[2-(2-aminopropanoylamino)-3-hydroxypropanoyl]amino]-3-methylpentanoic acid	CCC(C)C(C(=O)O)NC(=O)C(CO)NC(=O)C(C)N	-1.26160884	18218514;72187588	PubChem:(18218514 72187588);PubChem class - bio and metabolites	16777218	290.17100524902344	167.455	34_200929_Poo_TruePooMortality_DDApos_34
120	1	2	2	0.2007387079220107	-47.29093229945767	N/A	41.02263093464809	C6H5N3	[M + H3N + H]+	MBVAHHOKMIRXLP	InChI=1S/C6H5N3/c1-3-9-4-2-8-6(9)5-7-1/h1-5H	imidazo[1,2-a]pyrazine	C1=CN2C=CN=C2C=N1	0.699999988	2771670;21853024;90150496;134909609;134938424	MeSH:(2771670);PubChem class - safety and toxic;PubChem:(2771670 21853024 90150496 134909609 134938424);PubMed;CHEBI:(37846)	67108966	137.0821762084961	1290.448	200_200929_Poo_TruePooMortality_DDApos_200
121	1	1	1	0.20072197836077557	-109.40377456197402	N/A	20.110363240103588	C5H8N2	[M + H]+	LLPKQRMDOFYSGZ	InChI=1S/C5H8N2/c1-4-3-6-5(2)7-4/h3H,1-2H3,(H,6,7)	2,4-Dimethylimidazole	CC1=CN=C(N1)C	0.899999976	70259;51412934;137292651	NORMAN:(NS00020241);COCONUT:(CNP0266432);Natural Products:(UNPD158600);PubChem:(70259 51412934 137292651);PubChem class - safety and toxic;PubMed	69500994	97.07640838623047	610.931	127_200929_Poo_TruePooMortality_DDApos_127
122	1	1	1	0.1885794987473624	-82.73737674994533	N/A	22.505762236796627	C5H12NO3P	[M + H]+	LEJHSTQMBAEWEX	InChI=1S/C5H12NO3P/c7-10(8,9)5-3-1-2-4-6-5/h5-6H,1-4H2,(H2,7,8,9)	ACMC-20mabu	C1CCNC(C1)P(=O)(O)O	-3.29999995	2785326;10931788;11829783;19431380	COCONUT:(CNP0069756);PubChem:(2785326 10931788 11829783 19431380);SuperNatural:(SN00064892 SN00063918);ZINC bio:(ZINC02568737 ZINC03957785)	3153922	166.0642852783203	770.848	172_200929_Poo_TruePooMortality_DDApos_172
123	1	1	1	0.1865091610245803	-90.67577772483595	N/A	22.897789515394425	C5H12NO3P	[M + H]+	LEJHSTQMBAEWEX	InChI=1S/C5H12NO3P/c7-10(8,9)5-3-1-2-4-6-5/h5-6H,1-4H2,(H2,7,8,9)	ACMC-20mabu	C1CCNC(C1)P(=O)(O)O	-3.29999995	2785326;10931788;11829783;19431380	COCONUT:(CNP0069756);PubChem:(2785326 10931788 11829783 19431380);SuperNatural:(SN00064892 SN00063918);ZINC bio:(ZINC02568737 ZINC03957785)	3153922	166.06443786621094	1273.571	196_200929_Poo_TruePooMortality_DDApos_196
124	3	1	1	0.18569415081693813	-75.58194550941487	N/A	4.676918523128191	C7H13NS	[M + H]+	BESHFZBHEPQOSU	InChI=1S/C7H13NS/c1-2-3-4-5-6-9-7-8/h2-6H2,1H3	Hexylrhodanid	CCCCCCSC#N	3.29999995	81257	PubChem:(81257);PubChem class - safety and toxic	67108866	144.0846710205078	609.395	126_200929_Poo_TruePooMortality_DDApos_126
125	1	1	1	0.1809346970297179	-78.88341579615302	N/A	15.038287529456568	C6H8N2O	[M + H]+	UQFHLJKWYIJISA	InChI=1S/C6H8N2O/c1-4-3-6(9)8-5(2)7-4/h3H,1-2H3,(H,7,8,9)	2,6-Dimethyl-4-pyrimidinol	CC1=CC(=O)NC(=N1)C	-0.400000006	135408640	NORMAN:(NS00045898);PubChem class - safety and toxic;PubChem:(135408640);PubMed	67371074	125.07115173339844	171.742	50_200929_Poo_TruePooMortality_DDApos_50
126	2	1	1	0.17600098884504947	-80.70283447660655	N/A	6.234356189030149	C7H13NS	[M + H]+	BESHFZBHEPQOSU	InChI=1S/C7H13NS/c1-2-3-4-5-6-9-7-8/h2-6H2,1H3	Hexylrhodanid	CCCCCCSC#N	3.29999995	81257	PubChem:(81257);PubChem class - safety and toxic	67108866	144.0846710205078	611.261	129_200929_Poo_TruePooMortality_DDApos_129
127	1	2	2	0.173673009376402	-154.354331306185	N/A	54.62332156303976	C8H10N4O	[M + H3N + H]+	KZPRAIXAZRGXPX	InChI=1S/C8H10N4O/c1-2-3-6-4-7(13)12-8(11-6)9-5-10-12/h4-5H,2-3H2,1H3,(H,9,10,11)	5-propyl[1,2,4]triazolo[1,5-a]pyrimidin-7-ol	CCCC1=CC(=O)N2C(=N1)N=CN2	0.300000012	666963	PubChem class - safety and toxic;PubChem:(666963);PubMed	67108930	196.11935424804688	1291.748	205_200929_Poo_TruePooMortality_DDApos_205
128	1	1	1	0.1656426349572964	-468.5554039680987	N/A	26.409492493860423	C16H25N5O8	[M + H]+	YIQAOPNCIJVKDN	InChI=1S/C16H25N5O8/c1-7(17)13(25)19-8(5-11(18)22)14(26)20-9(6-12(23)24)15(27)21-4-2-3-10(21)16(28)29/h7-10H,2-6,17H2,1H3,(H2,18,22)(H,19,25)(H,20,26)(H,23,24)(H,28,29)	L-alanyl-L-asparaginyl-L-alpha-aspartyl-L-proline	CC(C(=O)NC(CC(=O)N)C(=O)NC(CC(=O)O)C(=O)N1CCCC1C(=O)O)N	-3.44903445	18233448;71464671	PubChem:(18233448 71464671);CHEBI:(73329)	34	416.1775207519531	615.989	132_200929_Poo_TruePooMortality_DDApos_132
129	1	1	2	0.16557678179199484	-38.8815176895485	N/A	27.45959131904832	C9H16O9	[M + Na]+	DDXCFDOPXBPUJC	InChI=1S/C9H16O9/c10-1-3-5(12)6(13)7(14)9(17-3)18-4(2-11)8(15)16/h3-7,9-14H,1-2H2,(H,15,16)	mannosylglycerate	C(C1C(C(C(C(O1)OC(CO)C(=O)O)O)O)O)O	-3.0999999	656416;443262;5460194;9814004;25202898;46199512;46199513;46878394;53262367;57605158;57605159;70890994;71312248;91200610;101926806;134610731;134610738;134610742;135130451;135130452;135130461;135130469;135134726;135134729	COCONUT:(CNP0103360 CNP0224061);Natural Products:(UNPD156756 UNPD164446 UNPD181506 UNPD116056);PubChem:(656416 443262 5460194 9814004 25202898 46199512 46199513 46878394 53262367 57605158 57605159 70890994 71312248 91200610 101926806 134610731 134610738 134610742 135130451 135130452 135130461 135130469 135134726 135134729);SuperNatural:(SN00313803 SN00311515 SN00243208 SN00317509);CHEBI:(15847 62510 62509 57541 141585);PubChem class - bio and metabolites;MeSH:(443262 5460194 46878394 101926806);KEGG:(C19792 C11544);Plantcyc:(2-O-ALPHA-MANNOSYL-D-GLYCERATE CPD-9190);PubMed;Biocyc:(CPD-9190 2-O-ALPHA-MANNOSYL-D-GLYCERATE)	20089190	291.0685729980469	618.234	135_200929_Poo_TruePooMortality_DDApos_135
130	1	1	2	0.1553780781878982	-18.33934241705782	N/A	97.8600437667611	C12H22O11	[M + H3N + H]+	CZMRCDWAGMRECN	InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2	Sugar-d6	C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O	-4.40808487	1115;5988;641624;641681;193385;196128;448244;3036169;7566553;7566558;7566987;7566990;6326101;9798109;9907067;10903976;10215500;15560349;15560351;15560360;15560361;15560364;16663020;18649154;16071271;16217536;16219991;22827006;22886035;23304668;24892744;29987096;42552636;42552748;44120115;49766505;46782954;46936484;51404248;51404249;51404250;51404251;50990598;53748486;53748487;53748488;53748489;53748490;53748491;53748492;57181456;57193742;53301851;57358095;53384916;56628400;60078499;60078646;60109619;56845955;59059877;59103604;59105062;57702372;58798222;59664699;59378726;57997981;58307999;68519390;66788661;69501288;68984672;68986737;68152165;69860867;68233016;68243417;68255877;68321398;69175355;70087999;71024598;71024603;71026769;71752269;69497010;71078848;71122057;71160516;71171065;70899489;71295147;71306938;71309926;71310301;71469257;87786366;90945623;89355142;93532320;93532321;89770229;93091914;94008900;94011385;94011386;91242203;89989618;95566337;92854535;91692850;99134536;98092727;98092728;97052224;91846522;91850964;91857064;99957894;101190003;102041674;102041675;102041676;102217474;101414858;101433504;102425861;102602453;117783796;118855898;118856097;123532914;122362252;124099437;124897586;124897589;124897590;124905301;129316839;129705146;129729514;133568280;131801521;131801522;133611801;133687166;136212896;139025105;139025265	HMDB:(258 125600);PubChem class - food;SuperNatural:(SN00326007 SN00323809 SN00356394 SN00007469);ZINC bio:(ZINC04217475 ZINC04556538 ZINC04556539 ZINC04556540 ZINC04556541 ZINC05224791 ZINC11592522 ZINC11592523 ZINC11592524);additional;HSDB:(57-50-1);MeSH:(5988 193385 196128 3036169 7566553);Plantcyc:(SUCROSE);PubMed;NORMAN:(NS00014135);COCONUT:(CNP0208561);KNApSAcK:(1151);Natural Products:(UNPD32715 UNPD111541 UNPD128750 UNPD167245 UNPD70084);PubChem:(1115 5988 641624 641681 193385 196128 448244 3036169 7566553 7566558 7566987 7566990 6326101 9798109 9907067 10903976 10215500 15560349 15560351 15560360 15560361 15560364 16663020 18649154 16071271 16217536 16219991 22827006 22886035 23304668 24892744 29987096 42552636 42552748 44120115 49766505 46782954 46936484 51404248 51404249 51404250 51404251 50990598 53748486 53748487 53748488 53748489 53748490 53748491 53748492 57181456 57193742 53301851 57358095 53384916 56628400 60078499 60078646 60109619 56845955 59059877 59103604 59105062 57702372 58798222 59664699 59378726 57997981 58307999 68519390 66788661 69501288 68984672 68986737 68152165 69860867 68233016 68243417 68255877 68321398 69175355 70087999 71024598 71024603 71026769 71752269 69497010 71078848 71122057 71160516 71171065 70899489 71295147 71306938 71309926 71310301 71469257 87786366 90945623 89355142 93532320 93532321 89770229 93091914 94008900 94011385 94011386 91242203 89989618 95566337 92854535 91692850 99134536 98092727 98092728 97052224 91846522 91850964 91857064 99957894 101190003 102041674 102041675 102041676 102217474 101414858 101433504 102425861 102602453 117783796 118855898 118856097 123532914 122362252 124099437 124897586 124897589 124897590 124905301 129316839 129705146 129729514 133568280 131801521 131801522 133611801 133687166 136212896 139025105 139025265);CHEBI:(51833 17992 65313 18260);PubChem class - bio and metabolites;KEGG:(C04219 C18068 C00089);PubChem class - safety and toxic;YMDB:(906);PubChem class - drug;Biocyc:(CPD8J2-4 CPD-10684 SUCROSE)	255830910	360.1500651041667	714.697	168_200929_Poo_TruePooMortality_DDApos_168
131	1	1	1	0.15458132320793902	-116.67982398126325	N/A	19.808011763449322	C6H6O5	[M + Na]+	DLKZGMNZEDNHKO	InChI=1S/C6H6O5/c7-4(3-6(10)11)1-2-5(8)9/h1-3,7H,(H,8,9)(H,10,11)	ACMC-20mifi	C(=CC(=O)O)C(=CC(=O)O)O	0.200000003	54675763;54692810;54719886;54725664;54729369;54732341;82371820;101024612	PubChem:(54675763 54692810 54719886 54725664 54729369 54732341 82371820 101024612);YMDB Mine;CHEBI:(58139 17419);KEGG:(C03676);Plantcyc:(3-HYDROXY-CISCIS-MUCONATE);Biocyc:(3-HYDROXY-CISCIS-MUCONATE)	34359871778	181.0113067626953	483.519	82_200929_Poo_TruePooMortality_DDApos_82
132	1	1	1	0.15294915816098514	-83.71895931027014	N/A	8.087055994004468	C7H7NO2	[M + H]+	WWNNZCOKKKDOPX	InChI=1S/C7H7NO2/c1-8-4-2-3-6(5-8)7(9)10/h2-5H,1H3/p+1	Gynesine	C[N+]1=CC=CC(=C1)C(=O)O	0.5	5570;5571;76974593;76974595	HMDB:(875);SuperNatural:(SN00000081 SN00317202);ZINC bio:(ZINC00001082);additional;HSDB:(535-83-1);MeSH:(5570);Plantcyc:(METHYLNICOTINATE);PubMed;NORMAN:(NS00014578);COCONUT:(CNP0096012 CNP0311513 CNP0337775);KNApSAcK:(1555);Natural Products:(UNPD54078 UNPD75402);PubChem:(5570 5571 76974593 76974595);CHEBI:(50521 18123);PubChem class - bio and metabolites;KEGG:(C01004);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(METHYLNICOTINATE)	121564030	138.05581665039062	335.895	67_200929_Poo_TruePooMortality_DDApos_67
133	3	1	2	0.1451782928096458	-255.64112349291113	N/A	34.241367956654656	C24H39NO6	[M + Na]+	AUFPYCWNRDFSAE	InChI=1S/C24H39NO6/c1-5-25-10-22(11-29-2)7-6-15(31-4)24-13-8-12-14(30-3)9-23(28,16(13)18(12)26)17(21(24)25)19(27)20(22)24/h12-21,26-28H,5-11H2,1-4H3	null	CCN1CC2(CCC(C34C2C(C(C31)C5(CC(C6CC4C5C6O)OC)O)O)OC)COC	-0.100000001	5317074;20055982;101228826;137322396	COCONUT:(CNP0217588);Natural Products:(UNPD166633);PubChem:(5317074 20055982 101228826 137322396);SuperNatural:(SN00322499);CHEBI:(132642);KEGG Mine	8593113122	460.26953125	122.913	9_200929_Poo_TruePooMortality_DDApos_9
134	1	2	9	0.14107326356327823	-169.19190034343526	N/A	47.95868753977746	C24H30O6	[M + H3N + H]+	BSWUIXDTVUMMOD	InChI=1S/C24H30O6/c1-15(25)29-14-23(2)10-7-11-24(3)18-13-28-22(27)17(18)12-19(20(23)24)30-21(26)16-8-5-4-6-9-16/h4-6,8-9,17-20H,7,10-14H2,1-3H3	null	CC(=O)OCC1(CCCC2(C1C(CC3C2COC3=O)OC(=O)C4=CC=CC=C4)C)C	4.5	132547341	COCONUT:(CNP0185271);Natural Products:(UNPD92056);PubChem:(132547341);SuperNatural:(SN00376224)	3178498	432.23827107747394	123.087	10_200929_Poo_TruePooMortality_DDApos_10
135	1	1	1	0.13751354914233613	-50.40344214420391	N/A	0.12418703198448444	C4H11NS	[M + H3N + H]+	HJCTVUWPHAZTLI	InChI=1S/C4H11NS/c1-2-6-4-3-5/h2-5H2,1H3	2-ethylthioethylamine	CCSCCN	0.300000012	148011;7004128	NORMAN:(NS00057379);EcoCyc Mine;PubChem class - safety and toxic;PubChem:(148011 7004128);ZINC bio:(ZINC02146714)	17247248386	123.09692764282227	490.142	87_200929_Poo_TruePooMortality_DDApos_87
136	2	2	2	0.13302426779804732	-212.5529805298451	N/A	61.35786640946535	C15H27N5O5	[M + H]+	LTLYEAJONXGNFG	InChI=1S/C15H27N5O5/c1-8(2)7-9(20-13(22)10-11(25-10)14(23)24)12(21)18-5-3-4-6-19-15(16)17/h8-11H,3-7H2,1-2H3,(H,18,21)(H,20,22)(H,23,24)(H4,16,17,19)	Lopac-E-3132	CC(C)CC(C(=O)NCCCCN=C(N)N)NC(=O)C1C(O1)C(=O)O	-0.899999976	123985;439487;4641099;7098620;9906750;15571349;11957542;21027929;44120076;58648629;58669339;92851336;117863630;124352002;134693142	COCONUT:(CNP0341199);PubChem:(123985 439487 4641099 7098620 9906750 15571349 11957542 21027929 44120076 58648629 58669339 92851336 117863630 124352002 134693142);CHEBI:(30270);ZINC bio:(ZINC04095645 ZINC04475165 ZINC13493525 ZINC28244802);additional;MeSH:(123985 439487 4641099 11957542 134693142);KEGG:(C01341);PubChem class - safety and toxic;Training Set;PubMed	69755238	358.2072245279948	155.391	22_200929_Poo_TruePooMortality_DDApos_22
137	2	1	1	0.12418083234333044	-317.2614867668712	N/A	16.881602665602536	C6H9ClN2O2	[M + H]+	UGKTUBGRGVRZLO	InChI=1S/C6H9ClN2O2/c1-9-5(7)4-6(8)11-3-2-10-4/h2-3,8H2,1H3	null	CN=C(C1=C(OCCO1)N)Cl	0.600000024	89041587	PubChem:(89041587);COCONUT:(CNP0345019)	2097154	177.04347229003906	548.556	101_200929_Poo_TruePooMortality_DDApos_101
138	3	1	1	0.11592933690871159	-256.7233948500505	N/A	55.602317021696074	C9H21N5O2	[M + Na]+	SXJFFTCQBXWXAY	InChI=1S/C9H21N5O2/c10-4-2-6-14-9(12)13-5-1-3-7(11)8(15)16/h7H,1-6,10-11H2,(H,15,16)(H3,12,13,14)	null	C(CC(C(=O)O)N)CNC(=NCCCN)N	-1.93139029	137349050	PubChem:(137349050);PubChem class - bio and metabolites	16777218	254.1598663330078	167.266	38_200929_Poo_TruePooMortality_DDApos_38
139	1	1	1	0.11158241451323422	-208.4742265458711	N/A	45.761939957441896	C10H21NO5	[M + H]+	HJVUQIHMNQMRIV	InChI=1S/C10H21NO5/c1-6-7(12)8(13)9(14)10(16-6)15-5-3-2-4-11/h6-10,12-14H,2-5,11H2,1H3	null	CC1C(C(C(C(O1)OCCCCN)O)O)O	-1.79999995	132472362	PubChem:(132472362);CHEBI:(140447)	34	236.14906311035156	645.118	145_200929_Poo_TruePooMortality_DDApos_145
140	1	2	2	0.10999506897759692	-48.70311260481043	N/A	17.091453011880553	C6H5N3	[M + H3N + H]+	MBVAHHOKMIRXLP	InChI=1S/C6H5N3/c1-3-9-4-2-8-6(9)5-7-1/h1-5H	imidazo[1,2-a]pyrazine	C1=CN2C=CN=C2C=N1	0.699999988	2771670;21853024;90150496;134909609;134938424	MeSH:(2771670);PubChem class - safety and toxic;PubChem:(2771670 21853024 90150496 134909609 134938424);PubMed;CHEBI:(37846)	67108966	137.08226013183594	1291.748	209_200929_Poo_TruePooMortality_DDApos_209
141	1	1	2	0.09914739712201852	-17.312695045435877	N/A	28.779473213021625	C12H22O11	[M + Na]+	QIGJYVCQYDKYDW	InChI=1S/C12H22O11/c13-1-3-5(15)7(17)8(18)12(22-3)23-10-6(16)4(2-14)21-11(20)9(10)19/h3-20H,1-2H2	Nigerose	C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O	-4.19999981	129887;439512;439637;440240;4195243;5287770;5288340;5288768;9798107;9798108;9819401;9840966;9967861;11013287;15560009;15560010;15560011;15560014;15560016;16219440;21581151;21581152;21121206;24812250;45480590;44176417;44246480;49820613;49822388;46916363;46916405;46931125;52939789;54229533;60076984;59101134;57679915;59140762;57832405;68977357;68977360;68977795;69903934;69905492;71010344;71749900;70822988;70864857;70875643;70930734;71317027;71476884;90658077;89762396;91114576;89824769;95162406;95162407;95162408;95162409;95162568;95162569;95162570;95162571;95162572;95162573;95162574;95162575;91373772;97050062;97050063;97050064;91846874;91848228;91848256;91848311;91849191;91849310;91849315;91850171;91851217;91852120;91852649;91853291;91853778;91854857;91855557;91857854;91859090;91859136;91861305;91861703;91861827;102014817;101359398;118968875;118973957;122679508;122692687;124916011;124916012;124916013;124916014;126557672;129630279;131707376;131707498;133611837;133688412;134128057;134814111;135019516;132451890	HMDB:(29882 60068);SuperNatural:(SN00334900 SN00323622 SN00251805 SN00351022 SN00382142 SN00249049 SN00326958 SN00268649 SN00384785 SN00364508 SN00285437 SN00359243 SN00237947 SN00257979 SN00372975 SN00371581 SN00311516 SN00267586);ZINC bio:(ZINC04095663 ZINC04095664 ZINC04095786 ZINC04095787 ZINC04544899 ZINC04544901 ZINC04544903 ZINC04544905);additional;MeSH:(129887 439512 439637 15560009 15560011 16219440 44246480 97050062 129630279 134128057);Plantcyc:(3-BETA-D-GLUCOSYLGLUCOSE);PubMed;COCONUT:(CNP0217324);KNApSAcK:(1137);Natural Products:(UNPD6272 UNPD57513 UNPD52362 UNPD70960 UNPD134344 UNPD150832 UNPD89720 UNPD208792 UNPD58592 UNPD140653 UNPD166455 UNPD57476 UNPD106821 UNPD195260 UNPD195361 UNPD208852 UNPD32928 UNPD169705 UNPD115297 UNPD94733 UNPD87759);PubChem:(129887 439512 439637 440240 4195243 5287770 5288340 5288768 9798107 9798108 9819401 9840966 9967861 11013287 15560009 15560010 15560011 15560014 15560016 16219440 21581151 21581152 21121206 24812250 45480590 44176417 44246480 49820613 49822388 46916363 46916405 46931125 52939789 54229533 60076984 59101134 57679915 59140762 57832405 68977357 68977360 68977795 69903934 69905492 71010344 71749900 70822988 70864857 70875643 70930734 71317027 71476884 90658077 89762396 91114576 89824769 95162406 95162407 95162408 95162409 95162568 95162569 95162570 95162571 95162572 95162573 95162574 95162575 91373772 97050062 97050063 97050064 91846874 91848228 91848256 91848311 91849191 91849310 91849315 91850171 91851217 91852120 91852649 91853291 91853778 91854857 91855557 91857854 91859090 91859136 91861305 91861703 91861827 102014817 101359398 118968875 118973957 122679508 122692687 124916011 124916012 124916013 124916014 126557672 129630279 131707376 131707498 133611837 133688412 134128057 134814111 135019516 132451890);CHEBI:(53451 61110 60180 61772 61663 53651 7570 59430 18411 144332 52996 27554 60477 52997 62330);PubChem class - bio and metabolites;KEGG:(C19773 C04147 C01518 C02048);Biocyc:(CPD-10703 CPD8J2-19 3-BETA-D-GLUCOSYLGLUCOSE CPD-12789 CPD-13557)	20621694	365.10544840494794	714.697	167_200929_Poo_TruePooMortality_DDApos_167
142	6	1	4	0.09410439234615668	-244.97182022132924	N/A	6.023049311754821	C15H15NO4S2	[M + H]+	AYUXOHIOPIWDOF	InChI=1S/C15H15NO4S2/c1-2-20-11-5-3-10(4-6-11)9-12-14(19)16(15(21)22-12)8-7-13(17)18/h3-6,9H,2,7-8H2,1H3,(H,17,18)	3-[5-(4-Ethoxy-benzylidene)-4-oxo-2-thioxo-thiazolidin-3-yl]-propionic acid	CCOC1=CC=C(C=C1)C=C2C(=O)N(C(=S)S2)CCC(=O)O	2.79999995	1922276;1922277;1922278;1922279;3816662	PubChem:(1922276 1922277 1922278 1922279 3816662);PubMed;CHEBI:(109699)	98	338.0503234863281	553.56	108_200929_Poo_TruePooMortality_DDApos_108
143	1	1	1	0.0915670750270206	-584.0904430179688	N/A	27.37926170570382	C16H25N5O8	[M + Na]+	YIQAOPNCIJVKDN	InChI=1S/C16H25N5O8/c1-7(17)13(25)19-8(5-11(18)22)14(26)20-9(6-12(23)24)15(27)21-4-2-3-10(21)16(28)29/h7-10H,2-6,17H2,1H3,(H2,18,22)(H,19,25)(H,20,26)(H,23,24)(H,28,29)	L-alanyl-L-asparaginyl-L-alpha-aspartyl-L-proline	CC(C(=O)NC(CC(=O)N)C(=O)NC(CC(=O)O)C(=O)N1CCCC1C(=O)O)N	-3.44903445	18233448;71464671	PubChem:(18233448 71464671);CHEBI:(73329)	34	438.1597442626953	613.46	130_200929_Poo_TruePooMortality_DDApos_130
144	1	1	1	0.08575905307908949	-191.7843045139915	N/A	34.41643798605958	C8H11N3O2S	[M + H]+	PANDLZPWXMPQCI	InChI=1S/C8H11N3O2S/c1-4(9)7(13)11-8-10-6(3-14-8)5(2)12/h3-4H,9H2,1-2H3,(H,10,11,13)	null	CC(C(=O)NC1=NC(=CS1)C(=O)C)N	0.0	64556133;64556720;78996539;137348403	PubChem:(64556133 64556720 78996539 137348403);PubChem class - bio and metabolites	16777218	214.0644734700521	167.451	40_200929_Poo_TruePooMortality_DDApos_40
145	1	1	1	0.08256014895818425	-241.9784926995739	N/A	13.0239252962041	C12H17O5P	[M + H]+	LOUNIRFUCMDQDK	InChI=1S/C12H17O5P/c1-4-15-18(14,16-5-2)12-9-7-6-8-11(12)17-10(3)13/h6-9H,4-5H2,1-3H3	null	CCOP(=O)(C1=CC=CC=C1OC(=O)C)OCC	2.25227499	""	COCONUT:(CNP0053923);SuperNatural:(SN00121619)	3145728	273.0893249511719	328.261	61_200929_Poo_TruePooMortality_DDApos_61
146	5	2	2	0.0806855739391967	-226.64099767105057	N/A	5.004056601184167	C8H9NO6S	[M + H]+	HRLQZTOIKWEZBN	InChI=1S/C8H9NO6S/c1-5(10)9-7-3-2-6(4-8(7)11)15-16(12,13)14/h2-4,11H,1H3,(H,9,10)(H,12,13,14)	null	CC(=O)NC1=C(C=C(C=C1)OS(=O)(=O)O)O	-0.200000003	86290013;122198214	HMDB:(62547);PubChem:(86290013 122198214);CHEBI:(133687 82942);PubChem class - bio and metabolites	16777258	248.02161153157553	788.614	181_200929_Poo_TruePooMortality_DDApos_181
147	1	1	1	0.0787588257622309	-85.91806718349238	N/A	15.302736012702919	C7H7NO2	[M + H]+	NGMMGKYJUWYIIG	InChI=1S/C7H7NO2/c8-7(10)5-2-1-3-6(9)4-5/h1-4,9H,(H2,8,10)	Oprea1_435073	C1=CC(=CC(=C1)O)C(=O)N	0.419108123	342403	COCONUT:(CNP0113657);Natural Products:(UNPD27349);PubChem:(342403);SuperNatural:(SN00276335);ZINC bio:(ZINC01590754);PubChem class - safety and toxic;PubMed;KEGG Mine	8660230210	138.05564880371094	338.113	72_200929_Poo_TruePooMortality_DDApos_72
148	1	1	1	0.07349034416409059	-244.344186245068	N/A	93.69914796881	C8H12N4O2	[M + H]+	ARKTUMQGZIFBAJ	InChI=1S/C8H12N4O2/c1-9-7(13)5-6(8(14)10-2)12(3)4-11-5/h4H,1-3H3,(H,9,13)(H,10,14)	Antifein	CNC(=O)C1=C(N(C=N1)C)C(=O)NC	-0.800000012	120428	MeSH:(120428);PubChem class - safety and toxic;PubChem:(120428);PubMed	67108934	197.10330200195312	1290.448	203_200929_Poo_TruePooMortality_DDApos_203
